City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
193,port lincoln,-34.7333,135.8667,39.66999999999999,57,100,6.04,AU,1667850903
194,quang ngai,15.1167,108.8,41.46000000000001,92,78,3.03,VN,1667850776
195,caracoli,6.4119,-74.7606,46.26000000000002,80,98,1.58,CO,1667850904
196,isiolo,0.3546,37.5822,41.140000000000015,73,99,2.59,KE,1667850904
197,labuhan,-6.8844,112.2051,45.599999999999994,85,100,2.88,ID,1667850905
198,tabuk,17.4189,121.4443,42.369999999999976,96,43,0.96,PH,1667850905
199,oro valley,32.3909,-110.9665,47.62999999999997,18,66,2.68,US,1667850905
200,aquiraz,-3.9014,-38.3911,48.04999999999998,69,84,5.05,BR,1667850906
201,kattivakkam,13.2167,80.3167,46.04999999999998,82,59,4.52,IN,1667850906
202,payo,-3.7508,103.6372,42.78,99,100,0.93,ID,1667850906
203,wangkui,46.8333,126.5,17.659999999999997,62,16,3.02,CN,1667850907
204,lebu,-37.6167,-73.65,34.77000000000001,68,1,5.16,CL,1667850907
205,flinders,-34.5833,150.8552,36.32000000000002,83,24,3.13,AU,1667850908
206,maningrida,-12.0667,134.2667,47.49999999999997,74,71,1.78,AU,1667850908
207,tiksi,71.6872,128.8694,2.8499999999999943,91,100,8.74,RU,1667850908
208,vardo,70.3705,31.1107,21.98999999999998,87,75,2.57,NO,1667850909
209,creazzo,45.532,11.4785,31.919999999999987,74,5,0.89,IT,1667850909
210,tucuma,-0.1833,-50.05,45.28999999999999,88,100,1.31,BR,1667850910
211,troyes,48.3333,4.0833,32.42999999999998,93,0,2.06,FR,1667850910
212,yulara,-25.2406,130.9889,43.349999999999994,47,80,2.03,AU,1667850911
213,kirakira,-10.4544,161.9205,47.119999999999976,82,65,3.09,SB,1667850911
214,san patricio,28.017,-97.5169,50.91999999999999,56,0,5.87,US,1667850911
215,sechura,-5.5569,-80.8222,44.119999999999976,60,27,6.19,PE,1667850912
216,esslingen,48.7396,9.3047,31.900000000000006,87,0,1.03,DE,1667850912
217,staryy nadym,65.6118,72.6842,13.27000000000001,91,100,3.93,RU,1667850913
218,khatanga,71.9667,102.5,5.02000000000001,96,100,2.64,RU,1667850913
219,rancho palos verdes,33.7445,-118.387,39.02000000000001,88,100,3.13,US,1667850668
220,shimoda,34.6667,138.95,32.28,68,0,5.25,JP,1667850913
221,bela vista de goias,-16.9728,-48.9533,50.640000000000015,26,71,0.23,BR,1667850914
222,mariestad,58.7097,13.8237,30.26000000000002,93,80,6.95,SE,1667850914
223,kruisfontein,-34.0033,24.7314,35.78999999999999,78,100,2.81,ZA,1667850915
224,langxiang,46.95,128.8833,16.629999999999967,82,70,1.64,CN,1667850915
225,severo-kurilsk,50.6789,156.125,22.140000000000015,75,89,5.79,RU,1667850916
226,te anau,-45.4167,167.7167,31.369999999999976,83,47,0.5,NZ,1667850916
227,thompson,55.7435,-97.8558,6.090000000000003,66,20,3.09,CA,1667850916
228,parati,-23.2178,-44.7131,38.21000000000001,97,100,1.46,BR,1667850917
229,karratha,-20.7377,116.8463,39.41,63,0,7.21,AU,1667850917
230,nizhniy tsasuchey,50.5167,115.1333,17.049999999999983,66,17,1.73,RU,1667850918
231,san andres,12.5847,-81.7006,48.109999999999985,68,100,4.56,CO,1667850918
232,utena,55.5,25.6,27.340000000000003,90,91,4.97,LT,1667850919
233,miandoab,36.9694,46.1027,29.340000000000003,56,100,3.39,IR,1667850919
